index,cleaned,document_link,abstract,all_authors,pdf_path,title,publisher,year_published,volume,date_uploaded,keywords,start,end,,,,,,,,,
"3,497",T,http://lenr-canr.org/acrobat/BiberianJPjcondensedj.pdf#page=106,"Rathke?s assertion [New J. Phys. 7 (2005) 127] that states with binding energy and size below those of known literature values are incompatible with quantum mechanics is corrected by reviewing the analytically known Coulomb solution of the Klein-Gordon equation with binding energy of order mc2 and size of order of the Compton wavelength. This is an example of a quantum state, which is mathematically acceptable in the sense of being square integrable and having a finite binding energy but yet is rejected as unphysical due in part to the point-nucleus nature of the model. Then the Dirac equation is studied for the existence of states which are similarly mathematically acceptable but whose physical acceptability requires physical judgment. States of Landau symmetry are found which meet these criteria. The existence of states of ambiguous physical interpretation for both the Klein-Gordon and Dirac equations depends on using a point-nucleus versus a finite-nucleus potential model. On using a realistic model for the charge distribution of the proton, a Klein-Gordon state is found in the binding range of 5 keV, but no state is found for the Dirac equation.","Ritchie, B.",BiberianJPjcondensedj.pdf,Compatibility of Hydrino States and Quantum Mechanics,J. Condensed Matter Nucl. Sci.,"2,013",11,2013-04-23,"Dirac equation, Hydrino states, Klein-Gordon equation",106,127,,,,,,,,,
"3,505",T,http://lenr-canr.org/acrobat/BiberianJPjcondensedi.pdf#page=35,"This paper reports a protocol that consists of applying concurrent electronic and photonic stimuli in a cell with two or more electrodes at or near the boiling point of the liquid. The liquid in the cell is a solution including a silicate, a lithium salt, and a surfactant. The electrical stimuli are RF signals and, optionally, a direct current. The protocol generates an exothermic reaction characterized by sharp temperature transients. We have successfully used three different silicates and four different metals for electrodes. We believe the exothermic reaction is nuclear in nature. The evidence supporting that statement includes:? Data logs show brief, intense temperature transients.? Electron diffraction scattering (EDS) analyses show elements to be present after the reaction that could be transmutation products of several elements in the ingredients of the protocol, specifically including silver, a possible transmutation product of palladium.? Auger analysis of one experiment also shows evidence of transmutation of the elements in the reaction cell.? SEM photos show ""volcanic sites"" and other evidence of metal migration.? Other SEM photos show large areas where electrodes have spalled during experiments.","Roarty, B.; Walker, C.",BiberianJPjcondensedi.pdf,Protocol for a Silicate-based LENR Using Electrodes of Various Metals,J. Condensed Matter Nucl. Sci.,"2,013",10,2014-01-24,"Gold, Heat transients, LENR, Lithium silicate, Palladium",35,44,,,,,,,,,
"3,510",T,http://lenr-canr.org/acrobat/RodionovBunusualstr.pdf,"Some unusual structures on the surface of metals and films (various x-ray films and nuclear emulsions) caused by exposure to bombardment by low-energy ions in glow discharge plasma, in electrolysis and other low-energy processes (when energy of particles doesn?t exceed several keV) have been found. The mechanism and model of the strange tracks formations and explanation of their structure change are suggested.Neutrino-Dineutron Reactions (Low-Energy Nuclear Reactions Induced By D2  Gas Permeation Through Pd Complexes. Y. Iwamura Effect)","Rodionov, B; Savvatimova, I.",RodionovBunusualstr.pdf,Unusual Structures On The Material Surfaces Irradiated By Low Energy Ions,The 12th International Conference on Condensed Matter Nuclear Science,"2,005",,2007-05-26,glow discharge,,,,,,,,,,,
"3,517",T,http://lenr-canr.org/acrobat/RolisonDRanomaliesi.pdf,"The surface and near-surface analytical characterization of thin palladium foils after the electrolysis of H2O or D2O was performed with X-ray photoelectron spectroscopy (XPS), high resolution mass spectrometry, time-of-flight secondary ion mass spectrometry (TOF-SIMS), and scanning electron microscopy (SEM). These surface characterizations revealed a number of anomalous results, as summarized below.","Rolison, D. R.; O'Grady, W. E.; Doyle, Jr., R. J.; Trzaskoma, P. P.",RolisonDRanomaliesi.pdf,Anomalies in the Surface Analysis of Deuterated Palladium,The First Annual Conference on Cold Fusion,"1,990",1,2005-11-22,"Pd, surface analysis, micrographs, PdD, ICCF-1",,,,,,,,,,,
"3,526",T,http://lenr-canr.org/acrobat/ENECOtheseventh.pdf#page=319,"The researches of thermo-activated tritium generation is conducted, arising at high temperature in metals interacting with hydrogen isotopes and the nature of this generation is discovered. The researches are conducted on samples of iron and its alloys as well as on samples of titanium and niobium at interation, basically, with ordinary hydrogen. It is established, that the short-term bursts of tritium generation, arising at interaction of hydrogen isotopes in which is immersed, previously heated up metal sample, are connected with output tritium, early accumulated, owing of effects isotopes.","Romodanov, V. A.; Savin, V. I.; Skuratnik, Y.; Majorov, V. N.",ENECOtheseventh.pdf,Tritium Generations in Metals at Thermal Activation,The Seventh International Conference on Cold Fusion,"1,998",1,2018-11-26,"tritium, hydrogen, gas, H2, ICCF-7",319,324,,,,,,,,,
"3,527",T,http://lenr-canr.org/acrobat/ENECOtheseventh.pdf#page=325,"The research of tritium generation was conducted at radiation of rotating metal samples by plasma of powerful glow discharge on hydrogen isotopes. The new phenomenon of shift for maximum temperature in direction of rotation of metal sample, on relation to discharge axis on hydrogen isotopes is found out. This shift testifies about excess heat at increased temperatures, which can be connected with irreversible process (for example by nuclear reactions or reactions with formations of heavy complexes).The mechanism of low energy nuclear reactians in condensed media (NRCM) is offered, one of certificates for existence which should be the registration of X-ray radiation.","Romodanov, V. A.; Savin, V. I.; Skuratnik, Y.; Yuriev, M.",ENECOtheseventh.pdf,High-Temperature Nuclear Reactions in Condensed Media,The Seventh International Conference on Cold Fusion,"1,998",1,2018-11-26,"tritium, ion bombardment H2, Fe-Cr-Ni-Ti ICCF-7",325,329,,,,,,,,,
2,T,https://iopscience.iop.org/article/10.1088/0305-4608/10/3/006/meta?casa_token=-OJXVJDnK5sAAAAA:KGKJcAUD0-4DBBkiNko_4L1VN2oqrfDyqNlpHXNVGXbNljLM3qJc96V9_38C2nvH6owWy71pfg,"The authors have made thermal expansion measurements on Pd-H and Pd-D alloys. The measurements were performed between 9 and 270K, and with H(D) concentrations ranging from 0.69 to 0.82 H(D)/Pd atom ratios. Above 80K (in pure beta phase), the thermal expansion of Pd-H and Pd-D is increased compared with that of pure Pd, for comparable concentrations, D-doped samples have a larger expansion than those doped with H. For PdH0.7(PdD0.7), the authors find an essentially isotope-independent Gruneisen constant gamma H=3.0+or-0.7 for the optical phonons and a Gruneisen constant gamma ac=3.0+or-0.5 for the acoustic phonons.","Abbenseth, R.; Wipf, H.",R_Abbenseth_1980_J._Phys._F__Met._Phys._10_353.pdf,Thermal Expansion and Lattice Anharmonicity of Pd-H and Pd-D Alloys,J. Phys. F: Met. Phys.,"1,980",10,,"Thermal Expansion, Lattice Parameter, PdH, PdD",,,,,,,,,,,
4,T,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.59.995,"Nuclear magnetic resonance relaxation times for 3He in microscopic bubbles in 1-yr-old Pd 3H0.62 have been measured in the range 100–320 K. The results provide evidence for the melting of He in the range 200–280 K and for He diffusion in solid He below 200 K. The observed melting temperatures give a mean He atom density, from which the ratio of He atoms to host atom vacancies is found to be 2.0. An activation energy for He diffusion has been obtained and its relationship to the observed mean melting temperature is compared with that found in bulk 3Heat much lower densities.","Abell, G. C.; Attalla, A.",abell1987.pdf,NMR Evidence for Solid-Fluid Transition Near 250 K of 3He Bubbles in Palladium Tritide,Phys. Rev. Lett.,"1,987",59,,"Pd tritium, Helium, PdT",,,,,,,,,,,
5,T,https://journals.aps.org/prb/abstract/10.1103/PhysRevB.41.1220,"Experimental studies of helium release from aged PdTx show that the helium-to-metal-atom ratio saturates at a value of [He]/[Pd]≃0.5 under conditions of ambient-temperature storage. Below this value, very little helium release occurs. Thermal desorption experiments show that release from a sample with [He]/[Pd]≃0.3 requires temperatures in excess of ∼600 K, while release from a sample with [He]/[Pd]≃0.02 requires temperatures in excess of at least 1300 K. These results are related to the question of the disposition of helium that would be produced by hypothetical fusion reactions iaPdDx electrode.","Abell, G. C.; Matson, L. K.; Steinmeyer, R. H.; Bowman Jr., R. C.; Oliver, B. M.",ibiblio.org_pub_academic_physics_Cold-fusion_cnf-pap.txt,Helium release from aged palladium tritide,Phys. Rev. B: Mater. Phys.,"1,990",41,,"Helium diffusion, PdT",,,,,,,,,,,
8,T,https://www.sciencedirect.com/science/article/pii/0022072889802062,,"Abriola, D.; Achterberg, E.; Davidson, M.; Debray, M.; Etchegoyen, M. C.; Fazzini, N.; Niello, J. F.; Ferrero, A. M. J.; Filevich, A.; Galia, M.C.; Garavaglia, R.; B., Garcia; Gettar, R. T.; Gil, S.; Grahmann, H.; Huck, H.; Jech, A.; Kreiner, A. J.; Macchiavelli, A. O.; Magallanes, J. F.; Maqueda, E.; Marti, G.; Pacheco, A. J.; Percz, M. L.; Pomar, C.; Ramirez, M.; Scassera, M.",abriola1989.pdf,Examination of nuclear measurement conditions in cold fusion experiments,J. Electroanal. Chem.,"1,989",265,,"gamma emission, neutron, electrolysis, Pd, D2O, PdCl2",,,,,,,,,,,
9,T,https://link.springer.com/article/10.1007/BF01588268,"Considerable heat was liberated from a palladium-deuterium (Pd-D) system and this was attributed to cold nuclear fusion of deuterium within the palladium lattice.1 The primary source of heat in cold fusion was proposed to be the work-of-fracture of cracks in the Pd electrodes, and the mechanism for crack initiation and propagation was identified as deuterium or hydrogen embrittlement.2 In this paper, comparable characteristics of cold fusion and embrittlement are established, relevant aspects of the extensive engineering database on hydrogen and deuterium embrittlement are reviewed, some areas of study and applications of the cold fusion process are identified, and parameters for controlling the ignition and heat release from metals are specified.","AbuTaha, A. F.",abutaha1990.pdf,Cold fusion - engineering perspectives,J. Fusion Energy,"1,990",9,,"lattice stress, stored energy critique",,,,,,,,,,,
10,T,https://link.springer.com/article/10.1007/BF01059254,"The assumption that deuterium, and not palladium, is the fuel in the Pons-Fleischmann experiments led to high expectations of cold nuclear fusion. The conversion of mechanical energy to heat was neglected in studying the phenomenon. Considerable strain energy is stored in metals when processed from the ore. The initiation, growth, and propagation of cracks in the bulk disturb the energy balance within the metal. Deuterium induces and propagates cracks in metals and alloys, including palladium. The sudden discharge of fracture energy during crack propagation generates considerable heat. The abundance of deuterium in cracked palladium will not continue the heat-generation process. The confident figures-of-merit of cold fusion have been based on the small energy input to the electrolytic cells and do not consider the substantial energy required to process (by melting) the palladium from the ore, or to recycle the cracked electrode samples. In this paper, the work-of-fracture is shown to be the likely mechanism responsible for the excess heat in cold fusion.","AbuTaha, A. F.",abutaha1990 (1).pdf,Cold fusion - the heat mechanism,J. Fusion Energy,"1,990",9,,"critique lattice stress, stored energy fractofusion",,,,,,,,,,,
